Movie Title,Category,Release Year,IMDB Rating,Rating Vote Count,Runtime Minutes,Rated,Movie Genre,Movie Plot,Title Image
Smultronstället,Movie,1957,8.1,116250,91.0,Not Rated,"['Drama', 'Romance']","After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",https://m.media-amazon.com/images/M/MV5BYWQxYzdhMDMtNjAyZC00NzE0LWFjYmQtYjk0YzMyYjA5NzZkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
Ford v Ferrari,Movie,2019,8.1,489714,152.0,PG-13,"['Action', 'Biography', 'Drama']",American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,https://m.media-amazon.com/images/M/MV5BYzcyZDNlNDktOWRhYy00ODQ5LTg1ODQtZmFmZTIyMjg2Yjk5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg
Mr. Smith Goes to Washington,Movie,1939,8.1,122454,129.0,Approved,"['Comedy', 'Drama']","A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.",https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg
Maharaja,Movie,2024,8.6,36345,150.0,,"['Action', 'Crime', 'Drama']","A barber seeks vengeance after his home is burglarized, cryptically telling police his ""lakshmi"" has been taken, leaving them uncertain if it's a person or object. His quest to recover the elusive ""lakshmi"" unfolds.",https://m.media-amazon.com/images/M/MV5BOTFlMTIxOGItZTk0Zi00MTk2LWJiM2UtMzlhZWYzNjQ4N2Y3XkEyXkFqcGc@._V1_.jpg
Tôkyô monogatari,Movie,1953,8.1,69723,136.0,Not Rated,['Drama'],"An old couple visit their children and grandchildren in the city, but receive little attention.",https://m.media-amazon.com/images/M/MV5BM2E1ZmZlMDQtMDgzNi00MGVmLTgwMWMtYTc1MjkzOWJmOGIxXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg
Rocky,Movie,1976,8.1,636246,120.0,PG,"['Drama', 'Sport']",A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,https://m.media-amazon.com/images/M/MV5BNTBkMjg2MjYtYTZjOS00ODQ0LTg0MDEtM2FiNmJmOGU1NGEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
Logan,Movie,2017,8.1,852225,137.0,R,"['Action', 'Drama', 'Sci-Fi']","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg
The Big Lebowski,Movie,1998,8.1,868202,117.0,R,"['Comedy', 'Crime']","Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",https://m.media-amazon.com/images/M/MV5BMzliZDk0NjctNjhlOC00MWEyLWI3OWYtNjA5ZDYxMTMzNTc5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg
Det sjunde inseglet,Movie,1957,8.1,200836,96.0,Not Rated,"['Drama', 'Fantasy']","A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",https://m.media-amazon.com/images/M/MV5BOWM3MmE0OGYtOGVlNC00OWE1LTk5ZTAtYmUwMDIwM2ZlNWJiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
Room,Movie,2015,8.1,455308,118.0,R,"['Drama', 'Thriller']","A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.",https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_.jpg
Spotlight,Movie,2015,8.1,506178,129.0,R,"['Biography', 'Crime', 'Drama']","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_.jpg
The Terminator,Movie,1984,8.1,935062,107.0,R,"['Action', 'Adventure', 'Sci-Fi']","The Terminator, a cyborg assassin from the future, attempts to find and kill Sarah Connor, a waitress who is destined to give birth to a man who will save humankind from extinction.",https://m.media-amazon.com/images/M/MV5BYTViNzMxZjEtZGEwNy00MDNiLWIzNGQtZDY2MjQ1OWViZjFmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg
Hotel Rwanda,Movie,2004,8.1,374646,121.0,PG-13,"['Biography', 'Drama', 'History']","Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",https://m.media-amazon.com/images/M/MV5BZGJjYmIzZmQtNWE4Yy00ZGVmLWJkZGEtMzUzNmQ4ZWFlMjRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
Platoon,Movie,1986,8.1,443896,120.0,R,"['Drama', 'War']","Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",https://m.media-amazon.com/images/M/MV5BMzRjZjdlMjQtODVkYS00N2YzLWJlYWYtMGVlN2E5MWEwMWQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
La haine,Movie,1995,8.1,200255,98.0,Not Rated,"['Crime', 'Drama']",24 hours in the lives of three young men in the French suburbs the day after a violent riot.,https://m.media-amazon.com/images/M/MV5BOTQxOGU0OWUtMzExYy00ZjIxLWJmMzAtNTI1Y2YxYTMxN2RkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
Before Sunset,Movie,2004,8.1,291740,80.0,R,"['Drama', 'Romance']","Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_.jpg
Pirates of the Caribbean: The Curse of the Black Pearl,Movie,2003,8.1,1225357,143.0,PG-13,"['Action', 'Adventure', 'Fantasy']","Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save Elizabeth Swann, the governor's daughter and his love, from Jack's former pirate allies, who are now undead.",https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
La passion de Jeanne d'Arc,Movie,1928,8.1,61628,110.0,Passed,"['Biography', 'Drama', 'History']","In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",https://m.media-amazon.com/images/M/MV5BNjBjNDJiYTUtOWY0OS00OGVmLTg2YzctMTE0NzVhODM1ZWJmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
Jai Bhim,Movie,2021,8.7,219315,164.0,Approved,"['Crime', 'Drama', 'Mystery']","When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.",https://m.media-amazon.com/images/M/MV5BNzFkM2FhMzQtYjUwZi00N2Y3LWFkZWItMmZmMjQxNGQwZmNhXkEyXkFqcGdeQXVyODEyNjEwMDk@._V1_.jpg
The Best Years of Our Lives,Movie,1946,8.1,71451,170.0,Approved,"['Drama', 'Romance', 'War']","Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.",https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
The Exorcist,Movie,1973,8.1,460810,122.0,R,['Horror'],"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",https://m.media-amazon.com/images/M/MV5BYWFlZGY2NDktY2ZjOS00ZWNkLTg0ZDAtZDY4MTM1ODU4ZjljXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
Rush,Movie,2013,8.1,519338,123.0,R,"['Action', 'Biography', 'Drama']","James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.",https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
Network,Movie,1976,8.1,172815,121.0,R,['Drama'],"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.",https://m.media-amazon.com/images/M/MV5BNzY0NjU5ODUtOTAzMC00NTU5LWJkZjctYWMyOWY2MTZmOWM1XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_.jpg
The Wizard of Oz,Movie,1939,8.1,432844,102.0,G,"['Adventure', 'Family', 'Fantasy']","Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.",https://m.media-amazon.com/images/M/MV5BY2NjNDU1ZjctN2VhZi00Nzc5LTljNmItMTZiOTg1ODkwYjgwXkEyXkFqcGdeQXVyNTkxMzEwMzU@._V1_.jpg
The Incredibles,Movie,2004,8.0,821359,115.0,PG,"['Animation', 'Action', 'Adventure']","While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_.jpg
Stand by Me,Movie,1986,8.1,447451,89.0,R,"['Adventure', 'Comedy', 'Drama']",A writer recounts a childhood journey with his friends to find the body of a missing boy.,https://m.media-amazon.com/images/M/MV5BODJmY2Y2OGQtMDg2My00N2Q3LWJmZTUtYTc2ODBjZDVlNDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
Hachi: A Dog's Tale,Movie,2009,8.1,315618,93.0,G,"['Biography', 'Drama', 'Family']","Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds.",https://m.media-amazon.com/images/M/MV5BYmQzYjgyYzEtOTVhZC00MDRkLWJjNjItYzU3N2RiMTExZjA1XkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_.jpg
The Sound of Music,Movie,1965,8.1,264393,172.0,G,"['Biography', 'Drama', 'Family']",A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,https://m.media-amazon.com/images/M/MV5BYThiZTY5MTAtODgwNS00OGNjLThjYzItOTcxYmYxMGY5MzBjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg
Ah-ga-ssi,Movie,2016,8.1,176704,145.0,Not Rated,"['Drama', 'Romance', 'Thriller']","In 1930s Korea, a girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler to help seduce the Lady and steal her fortune.",https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
Babam ve Oglum,Movie,2005,8.2,93603,112.0,Not Rated,"['Drama', 'Family']",The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,https://m.media-amazon.com/images/M/MV5BNzEzMWYyYjEtNmVjZS00YTAyLWIyOTgtMzEzNzQxMTQzZTgwXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_.jpg
To Be or Not to Be,Movie,1942,8.1,43900,99.0,Approved,"['Comedy', 'Romance', 'War']","During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_.jpg
Into the Wild,Movie,2007,8.1,663228,148.0,R,"['Adventure', 'Biography', 'Drama']","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness.",https://m.media-amazon.com/images/M/MV5BNjQ0ODlhMWUtNmUwMS00YjExLWI4MjQtNjVmMmE2Y2E0MGRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg
La battaglia di Algeri,Movie,1966,8.1,66553,121.0,Not Rated,"['Drama', 'War']","In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",https://m.media-amazon.com/images/M/MV5BN2M4YTA4ZTEtN2EyNy00YTlmLWE4YzYtYjYyYjRkMWM4ZDM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
Groundhog Day,Movie,1993,8.0,692528,101.0,PG,"['Comedy', 'Drama', 'Fantasy']","A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day.",https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
The Grapes of Wrath,Movie,1940,8.1,100957,129.0,Approved,['Drama'],"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg
The Iron Giant,Movie,1999,8.1,231740,86.0,PG,"['Animation', 'Action', 'Adventure']",A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,https://m.media-amazon.com/images/M/MV5BYzBjZTNkMzQtZmNkOC00Yzk0LTljMjktZjk3YWVlZjY3NTk2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg
Amores perros,Movie,2000,8.1,254871,154.0,R,"['Drama', 'Thriller']","An amateur dog fighter, a supermodel, and a derelict assassin, all separately struggling to find love, find their lives transformed by a devastating car wreck in Mexico City.",https://m.media-amazon.com/images/M/MV5BZjUxNmEwOGItMTBmYi00MWQ1LWExY2MtNDUxMjI0OWM4M2NiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
Rebecca,Movie,1940,8.1,148289,130.0,Approved,"['Drama', 'Mystery', 'Romance']",A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,https://m.media-amazon.com/images/M/MV5BOGVmYmZiYTItNjUyNy00NzE4LTlhYjctMWEwMzYxYzEyMjNiXkEyXkFqcGc@._V1_.jpg
Cool Hand Luke,Movie,1967,8.1,190246,127.0,Approved,"['Crime', 'Drama']","A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.",https://m.media-amazon.com/images/M/MV5BNjcwNTQ3Y2EtMjdmZi00ODBhLWFhNzQtOTc3MWU5NTZlMDViXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
The Help,Movie,2011,8.1,498214,146.0,PG-13,['Drama'],"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_.jpg
It Happened One Night,Movie,1934,8.1,113610,105.0,Approved,"['Comedy', 'Romance']",A rogue reporter trailing a runaway heiress for a big story joins her on a bus heading from Florida to New York and they end up stuck with each other when the bus leaves them behind at one of the stops along the way.,https://m.media-amazon.com/images/M/MV5BMDg5MmEwZjItODllOS00Yjc4LTk3NzItZWY4ODFlODQzZjJlXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg
Aladdin,Movie,1992,8.0,474175,90.0,G,"['Animation', 'Adventure', 'Comedy']",A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,https://m.media-amazon.com/images/M/MV5BZTg5ZTVmM2EtZjdhZC00MzBjLWEwZTYtNWIwZDczYzZkMzA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
"Paris, Texas",Movie,1984,8.1,122262,145.0,R,['Drama'],"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",https://m.media-amazon.com/images/M/MV5BM2RjMmU3ZWItYzBlMy00ZmJkLWE5YzgtNTVkODdhOWM3NGZhXkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_.jpg
Gangs of Wasseypur,Movie,2012,8.2,105046,321.0,Not Rated,"['Action', 'Comedy', 'Crime']","A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",https://m.media-amazon.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_.jpg
